Symbol,Name,Last Sale,Net Change,% Change,Market Cap,Country,IPO Year,Volume,Sector,Industry
IPI,Intrepid Potash Inc Common Stock,$29.7412,-0.6888,-2.264%,400080437.00,United States,2008,64097,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
KOP,Koppers Holdings Inc. Koppers Holdings Inc. Common Stock,$33.875,-0.675,-1.954%,719362962.00,United States,2006,32778,Basic Industries,Forest Products
KRA,Kraton Corporation Common Stock,$37.55,-0.11,-0.292%,1207008965.00,United States,2009,109861,Basic Industries,Major Chemicals
KRO,Kronos Worldwide Inc Common Stock,$17.17,0.35,2.081%,1983868451.00,United States,,98325,Basic Industries,Major Chemicals
LEGH,Legacy Housing Corporation Common Stock (TX),$18.49,-0.22,-1.176%,447506647.00,United States,2018,19819,Basic Industries,Homebuilding
MSB,Mesabi Trust Common Stock,$35.10,0.10,0.286%,460512351.00,United States,,50790,Basic Industries,Precious Metals
MTRX,Matrix Service Company Common Stock,$12.87,-0.26,-1.98%,341186493.00,United States,1990,51817,Basic Industries,Engineering & Construction
MYRG,MYR Group Inc. Common Stock,$70.11,-0.59,-0.835%,1177032761.00,United States,,52476,Basic Industries,Water Supply
NL,NL Industries Inc. Common Stock,$8.22,-0.07,-0.844%,401045448.00,United States,,43720,Basic Industries,Major Chemicals
NP,Neenah Inc. Common Stock,$54.87,0.05,0.091%,924039332.00,United States,,18798,Basic Industries,Paper
NPO,EnPro Industries Inc,$84.64,-2.08,-2.399%,1743254412.00,United States,,30098,Basic Industries,Metal Fabrications
NWPX,Northwest Pipe Company Common Stock,$32.80,-0.56,-1.679%,321912254.00,United States,1995,23594,Basic Industries,Steel/Iron Ore
PLPC,Preformed Line Products Company Common Stock,$68.30,0.27,0.397%,336856146.00,United States,,4078,Basic Industries,Water Supply
PRIM,Primoris Services Corporation Common Stock,$34.16,-0.74,-2.12%,1835192096.00,United States,,273099,Basic Industries,Water Supply
REX,REX American Resources Corporation,$82.36,-1.36,-1.624%,493501285.00,United States,,8856,Basic Industries,Major Chemicals
ROAD,Construction Partners Inc. Class A Common Stock,$30.10,-0.52,-1.698%,1558931525.00,United States,2018,105692,Basic Industries,Military/Government/Technical
RYAM,Rayonier Advanced Materials Inc. Common Stock,$9.60,0.29,3.115%,610393459.00,United States,2014,196450,Basic Industries,Paper
RYI,Ryerson Holding Corporation Common Stock,$14.65,-1.08,-6.866%,558419866.00,United States,2014,58813,Basic Industries,Metal Fabrications
SLCA,U.S. Silica Holdings Inc. Common Stock,$11.99,0.03,0.251%,890932825.00,United States,2012,183908,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
STRL,Sterling Construction Company Inc Common Stock,$20.28,-0.55,-2.64%,579996217.00,United States,,129986,Basic Industries,Military/Government/Technical
SWM,Schweitzer-Mauduit International Inc. Common Stock,$49.14,-0.60,-1.206%,1543769120.00,United States,,51055,Basic Industries,Paper
SXC,SunCoke Energy Inc. Common Stock,$6.46,-0.21,-3.148%,535596178.00,United States,2011,357715,Basic Industries,Steel/Iron Ore
TMST,TimkenSteel Corporation Common Shares,$11.34,0.17,1.522%,517132078.00,United States,2014,696945,Basic Industries,Steel/Iron Ore
TPC,Tutor Perini Corporation Common Stock,$17.06,-0.42,-2.403%,868739675.00,United States,,75866,Basic Industries,General Bldg Contractors - Nonresidential Bldgs
TWI,Titan International Inc. (DE) Common Stock,$9.73,-0.41,-4.043%,598014907.00,United States,,236033,Basic Industries,Steel/Iron Ore
UAN,CVR Partners LP Common Units representing Limited Partner Interests,$44.88,-1.32,-2.857%,479871860.00,United States,2011,23129,Basic Industries,Agricultural Chemicals
USLM,United States Lime & Minerals Inc. Common Stock,$144.0199,-1.9801,-1.356%,814192885.00,United States,,3136,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
VHI,Valhi Inc. Common Stock,$25.45,-0.93,-3.525%,719550217.00,United States,,30290,Basic Industries,Major Chemicals
VRS,Verso Corporation Common Stock,$16.58,0.17,1.036%,543799213.00,United States,2016,127607,Basic Industries,Paper
WLKP,Westlake Chemical Partners LP Common Units representing limited partner interests,$26.64,0.18,0.68%,937698776.00,United States,2014,120604,Basic Industries,Major Chemicals
ZEUS,Olympic Steel Inc. Common Stock,$28.20,-0.32,-1.122%,312312180.00,United States,1994,57318,Basic Industries,Metal Fabrications
